300 1.5336
302.26131 1.4390774
304.52261 1.3445548
306.78392 1.2500322
309.04523 1.1555095
311.30653 1.0609869
313.56784 0.96646432
315.82915 0.87194171
318.09045 0.7774191
320.35176 0.68289648
322.61307 0.58837387
324.87437 0.49385126
327.13568 0.39932864
329.39698 0.30480603
331.65829 0.20632412
333.9196 0.12766231
336.1809 0.079764824
338.44221 0.053493467
340.70352 0.04141407
342.96482 0.044921608
345.22613 0.043748744
347.48744 0.04521005
349.74874 0.053294975
352.01005 0.064744221
354.27136 0.070633668
356.53266 0.078022613
358.79397 0.09649799
361.05528 0.09890804
363.31658 0.11532965
365.57789 0.12620352
367.8392 0.14251005
370.1005 0.15984271
372.36181 0.17935226
374.62312 0.19955276
376.88442 0.22601859
379.14573 0.25129899
381.40704 0.26870251
383.66834 0.28634874
385.92965 0.29656382
388.19095 0.30096181
390.45226 0.30421407
392.71357 0.31134573
394.97487 0.32013467
397.23618 0.32720854
399.49749 0.33010754
401.75879 0.32875678
404.0201 0.30355075
406.28141 0.26082111
408.54271 0.19422714
410.80402 0.13011709
413.06533 0.075945729
415.32663 0.041661809
417.58794 0.022731658
419.84925 0.010442714
422.11055 0.0028894472
424.37186 0.00073567839
426.63317 -0.0021864322
428.89447 -0.0034944724
431.15578 -0.0022442211
433.41709 -0.0025160804
435.67839 -0.0031281407
437.9397 -0.004120603
440.20101 -0.0040040201
442.46231 -0.0039849246
444.72362 -0.0037552764
446.98492 -0.002760804
449.24623 -0.0044537688
451.50754 -0.0021849246
453.76884 -0.00023768844
456.03015 -0.0027758794
458.29146 -0.00086683417
460.55276 -0.0011155779
462.81407 -0.00086130653
465.07538 -0.00063417085
467.33668 -0.00083869347
469.59799 0.00090603015
471.8593 0.0018874372
474.1206 0.00074824121
476.38191 0.0024110553
478.64322 0.0022286432
480.90452 0.0048517588
483.16583 0.0050321608
485.42714 0.0062854271
487.68844 0.0064854271
489.94975 0.006079397
492.21106 0.0069733668
494.47236 0.0081778894
496.73367 0.008801005
498.99497 0.0087201005
501.25628 0.011653769
503.51759 0.011735176
505.77889 0.01329799
508.0402 0.014559799
510.30151 0.016320603
512.56281 0.016987437
514.82412 0.019153769
517.08543 0.01788794
519.34673 0.020354774
521.60804 0.02138392
523.86935 0.023712563
526.13065 0.024121608
528.39196 0.024886432
530.65327 0.026977387
532.91457 0.026629146
535.17588 0.029105528
537.43719 0.030862312
539.69849 0.031433668
541.9598 0.031405528
544.22111 0.032717085
546.48241 0.033919598
548.74372 0.036497487
551.00503 0.03699799
553.26633 0.037506533
555.52764 0.038383417
557.78894 0.039735678
560.05025 0.0437
562.31156 0.0428
564.57286 0.042885427
566.83417 0.0427
569.09548 0.044839196
571.35678 0.0466
573.61809 0.045187437
575.8794 0.048058794
578.1407 0.047962312
580.40201 0.046631156
582.66332 0.0486
584.92462 0.049541206
587.18593 0.049728141
589.44724 0.049279397
591.70854 0.050007538
593.96985 0.049960302
596.23116 0.050769849
598.49246 0.049989447
600.75377 0.048909045
603.01508 0.050848241
605.27638 0.050797487
607.53769 0.049075377
609.79899 0.050560804
612.0603 0.051017085
614.32161 0.051357286
616.58291 0.04918191
618.84422 0.048536181
621.10553 0.048873367
623.36683 0.0473
625.62814 0.047525628
627.88945 0.047045226
630.15075 0.045782412
632.41206 0.044870352
634.67337 0.044778392
636.93467 0.043082915
639.19598 0.043445729
641.45729 0.0432
643.71859 0.041168342
645.9799 0.042340201
648.24121 0.039842211
650.50251 0.04009799
652.76382 0.039858291
655.02513 0.037385427
657.28643 0.037925126
659.54774 0.034490452
661.80905 0.031007538
664.07035 0.032360804
666.33166 0.029805025
668.59296 0.029635176
670.85427 0.027016583
673.11558 0.026768844
675.37688 0.024610553
677.63819 0.022744724
679.8995 0.021717588
682.1608 0.023003518
684.42211 0.020186935
686.68342 0.021046231
688.94472 0.017921608
691.20603 0.017965327
693.46734 0.01810201
695.72864 0.016034171
697.98995 0.013246231
700.25126 0.016206533
702.51256 0.011402513
704.77387 0.014514573
707.03518 0.0062929648
709.29648 0.0075954774
711.55779 0.0067155779
713.8191 0.011538693
716.0804 0.0063537688
718.34171 0.0041678392
720.60302 -0.00078492462
722.86432 0.0071145729
725.12563 0.0037949749
727.38693 -0.0003678392
729.64824 0.00094020101
731.90955 0.0042085427
734.17085 0.0010859296
736.43216 -0.00058643216
738.69347 -0.002039196
740.95477 0.0057944724
743.21608 -6.0301508e-06
745.47739 -0.0030105528
747.73869 0.00096633166
750 -0.0011

